,price,with_pool,nb_bedrooms,nb_bathrooms,nb_garages,nb_garden,nb_parking
8166,750000.0,1,1.0,1.0,0.0,0.0,3.0
19931,750000.0,1,5.0,1.0,0.0,0.0,0.0
1414,750000.0,0,13.0,6.0,0.0,0.0,1.0
18271,1950000.0,1,3.0,2.0,4.0,1.0,2.0
15601,2599000.0,1,4.0,2.0,4.0,1.0,0.0
6539,7500000.0,1,0.0,4.0,6.0,1.0,1.0
3858,4995000.0,1,5.0,4.0,4.0,1.0,1.0
14856,1260000.0,0,2.0,2.0,0.0,1.0,1.0
12136,10999000.0,1,5.0,4.0,3.0,1.0,0.0
8429,2150000.0,1,3.0,2.0,4.0,0.0,4.0
14872,999000.0,1,2.0,2.0,0.0,1.0,1.0
3466,540000.0,0,3.0,2.0,0.0,1.0,2.0
17936,680000.0,0,2.0,2.0,0.0,1.0,1.0
5857,1990000.0,0,0.0,0.0,0.0,0.0,0.0
8210,2900000.0,0,3.0,2.0,0.0,0.0,1.0
14427,970000.0,0,2.0,1.0,4.0,1.0,1.0
17464,180000.0,0,2.0,1.0,0.0,1.0,1.0
18176,330000.0,0,3.0,1.0,0.0,0.0,1.0
8019,1199000.0,1,2.0,2.0,0.0,0.0,0.0
2808,440000.0,0,2.0,1.0,0.0,1.0,0.0
7538,1070000.0,0,1.0,1.0,4.0,0.0,0.0
7541,3499000.0,1,5.0,2.0,4.0,0.0,0.0
970,570000.0,0,1.0,1.0,0.0,0.0,0.0
16550,889000.0,0,1.0,1.0,1.0,0.0,0.0
10665,1780000.0,1,4.0,2.0,1.0,1.0,0.0
4014,609000.0,0,3.0,1.0,0.0,1.0,2.0
7167,4485000.0,1,4.0,4.0,6.0,0.0,0.0
19402,766639.0,0,3.0,2.0,0.0,0.0,0.0
13984,1450000.0,0,2.0,1.0,0.0,1.0,1.0
11850,17500000.0,1,4.0,3.0,8.0,0.0,0.0
2858,2700000.0,1,3.0,3.0,4.0,0.0,0.0
8365,1470000.0,0,1.0,1.0,4.0,1.0,0.0
18144,795000.0,0,0.0,1.0,0.0,0.0,1.0
19416,560000.0,0,3.0,2.0,0.0,0.0,1.0
9635,14500000.0,1,4.0,4.0,6.0,1.0,1.0
1656,2200000.0,0,3.0,2.0,0.0,0.0,0.0
5895,1995000.0,1,1.0,1.0,0.0,1.0,1.0
15181,1250000.0,1,3.0,2.0,0.0,0.0,1.0
10330,850000.0,0,4.0,1.0,0.0,1.0,1.0
16480,859000.0,0,3.0,2.0,0.0,0.0,2.0
18405,940000.0,1,0.0,1.0,0.0,0.0,1.0
18147,820000.0,0,0.0,0.0,0.0,0.0,0.0
4739,940000.0,1,3.0,2.0,0.0,0.0,1.0
4178,1595000.0,1,2.0,1.0,0.0,1.0,0.0
19182,5900000.0,1,6.0,6.0,4.0,1.0,4.0
3408,480000.0,0,2.0,1.0,0.0,0.0,0.0
15127,6849000.0,1,3.0,2.0,0.0,0.0,1.0
2064,2350000.0,0,3.0,2.0,4.0,1.0,2.0
13200,570000.0,1,2.0,1.0,0.0,1.0,1.0
2991,1088000.0,0,4.0,0.0,4.0,1.0,1.0
6536,1295000.0,0,2.0,1.0,1.0,0.0,0.0
8745,520000.0,0,2.0,1.0,0.0,0.0,0.0
20368,5450000.0,1,5.0,6.0,6.0,1.0,0.0
536,2900000.0,1,4.0,2.0,8.0,0.0,5.0
8464,2175000.0,0,2.0,1.0,0.0,1.0,1.0
6883,4650000.0,0,4.0,2.0,4.0,1.0,2.0
8772,920000.0,0,3.0,0.0,1.0,1.0,0.0
0,3299000.0,1,4.0,3.0,0.0,1.0,1.0
7474,300000.0,0,2.0,1.0,0.0,0.0,1.0
19155,4400000.0,1,3.0,2.0,4.0,1.0,2.0
13593,0.0,1,8.0,8.0,4.0,1.0,1.0
20108,1300000.0,1,3.0,1.0,0.0,0.0,0.0
10651,14800000.0,1,7.0,0.0,4.0,1.0,1.0
16735,3495000.0,1,4.0,3.0,4.0,1.0,1.0
9242,330000.0,0,2.0,1.0,0.0,0.0,0.0
847,2150000.0,0,4.0,3.0,4.0,1.0,1.0
8048,1085000.0,1,3.0,2.0,4.0,1.0,0.0
19538,2350000.0,0,0.0,0.0,0.0,0.0,0.0
18879,1950000.0,1,2.0,2.0,0.0,1.0,1.0
8176,11995000.0,0,3.0,1.0,4.0,1.0,2.0
2604,859000.0,0,3.0,1.0,0.0,0.0,0.0
10960,4495000.0,0,5.0,5.0,8.0,1.0,2.0
3797,1379950.0,0,3.0,2.0,0.0,1.0,0.0
11090,1150000.0,0,3.0,2.0,0.0,0.0,1.0
17223,2288000.0,0,3.0,3.0,4.0,1.0,2.0
19710,480000.0,0,2.0,1.0,0.0,1.0,1.0
5307,2450000.0,0,2.0,1.0,0.0,0.0,1.0
4182,2150000.0,1,3.0,1.0,4.0,1.0,2.0
4491,555000.0,0,3.0,1.0,0.0,0.0,1.0
7850,781000.0,0,1.0,1.0,0.0,0.0,0.0
19659,1590000.0,0,3.0,2.0,6.0,0.0,0.0
827,555000.0,0,3.0,1.0,0.0,0.0,2.0
796,1565000.0,0,3.0,1.0,4.0,0.0,0.0
10744,2495000.0,1,2.0,1.0,0.0,0.0,1.0
405,4120000.0,0,7.0,7.0,0.0,0.0,0.0
3899,1740000.0,0,3.0,1.0,0.0,0.0,0.0
8554,799000.0,0,2.0,1.0,0.0,0.0,1.0
20905,1254520.0,1,3.0,2.0,0.0,0.0,1.0
9645,888000.0,0,4.0,3.0,0.0,1.0,1.0
18223,1012000.0,0,3.0,1.0,1.0,0.0,0.0
18286,830000.0,0,3.0,1.0,0.0,1.0,4.0
4643,699000.0,0,3.0,2.0,0.0,1.0,0.0
2107,4800000.0,1,4.0,3.0,4.0,1.0,1.0
16647,535000.0,0,2.0,1.0,0.0,0.0,1.0
16973,1325000.0,0,3.0,2.0,0.0,1.0,0.0
20476,1699000.0,1,3.0,2.0,0.0,1.0,2.0
10908,2350000.0,1,4.0,2.0,1.0,1.0,1.0
17790,1250000.0,0,1.0,1.0,0.0,0.0,1.0
12144,1599999.0,0,3.0,3.0,0.0,0.0,1.0
7241,1280000.0,0,4.0,3.0,4.0,0.0,1.0
3878,1599000.0,1,2.0,1.0,0.0,1.0,1.0
17921,950000.0,1,2.0,2.0,4.0,0.0,0.0
19093,2395000.0,0,3.0,2.0,4.0,1.0,1.0
8956,1650000.0,1,4.0,3.0,6.0,1.0,0.0
1563,788000.0,0,3.0,2.0,0.0,1.0,0.0
6017,3600000.0,1,0.0,4.0,6.0,1.0,3.0
16226,920000.0,1,3.0,2.0,0.0,0.0,0.0
5006,1595000.0,0,1.0,1.0,0.0,0.0,1.0
20505,1550000.0,1,3.0,2.0,0.0,0.0,1.0
8242,845000.0,0,3.0,2.0,4.0,0.0,0.0
4964,29995000.0,1,5.0,5.0,6.0,1.0,0.0
11699,740000.0,0,3.0,2.0,1.0,1.0,1.0
9338,1700000.0,1,4.0,2.0,4.0,1.0,1.0
20655,1150000.0,1,3.0,2.0,0.0,0.0,1.0
9430,3599000.0,0,4.0,1.0,4.0,0.0,6.0
4523,689000.0,0,3.0,1.0,0.0,1.0,1.0
8421,1400000.0,0,3.0,2.0,4.0,1.0,1.0
6560,1599000.0,1,3.0,2.0,4.0,0.0,0.0
19595,2900000.0,0,4.0,3.0,4.0,1.0,0.0
17720,599000.0,0,4.0,1.0,0.0,0.0,0.0
13777,795000.0,0,3.0,2.0,4.0,0.0,0.0
5158,1475000.0,0,4.0,1.0,4.0,1.0,2.0
19988,610000.0,1,2.0,1.0,0.0,0.0,1.0
6027,2600000.0,0,2.0,2.0,0.0,0.0,2.0
13389,325000.0,0,5.0,1.0,6.0,0.0,0.0
20604,1299950.0,0,2.0,1.0,0.0,1.0,0.0
8484,480000.0,0,3.0,2.0,0.0,0.0,1.0
14041,629000.0,0,3.0,2.0,0.0,0.0,0.0
11110,1300000.0,0,3.0,2.0,1.0,1.0,0.0
17780,853625.0,0,3.0,2.0,4.0,0.0,0.0
18531,1000000.0,0,10.0,4.0,0.0,0.0,0.0
253,2280000.0,0,3.0,2.0,1.0,0.0,1.0
5379,690000.0,0,1.0,1.0,0.0,1.0,0.0
20137,4800000.0,1,8.0,8.0,4.0,1.0,0.0
17914,2250000.0,0,3.0,2.0,0.0,0.0,1.0
11452,2999000.0,1,6.0,4.0,0.0,1.0,2.0
20622,580000.0,0,2.0,2.0,0.0,0.0,1.0
7082,2195000.0,0,2.0,0.0,0.0,0.0,1.0
10134,550000.0,1,3.0,1.0,0.0,0.0,0.0
16140,330000.0,0,2.0,1.0,0.0,0.0,0.0
20152,1990000.0,1,4.0,2.0,0.0,1.0,2.0
17647,790000.0,0,2.0,1.0,0.0,0.0,0.0
18536,1281000.0,0,2.0,2.0,0.0,1.0,1.0
1325,740000.0,0,2.0,1.0,0.0,0.0,1.0
191,4299000.0,1,0.0,6.0,4.0,1.0,0.0
1057,2616300.0,0,3.0,2.0,4.0,0.0,0.0
10500,8750000.0,0,4.0,3.0,4.0,1.0,1.0
15970,930000.0,1,3.0,2.0,0.0,0.0,0.0
20507,970000.0,0,0.0,0.0,0.0,0.0,0.0
4307,773100.0,0,2.0,1.0,0.0,0.0,0.0
11056,1160000.0,0,3.0,1.0,0.0,1.0,1.0
16225,850000.0,1,6.0,1.0,0.0,0.0,0.0
6765,340000.0,0,3.0,2.0,0.0,0.0,1.0
11124,595000.0,0,2.0,1.0,0.0,0.0,0.0
7649,1200000.0,0,3.0,2.0,0.0,1.0,1.0
6637,4900000.0,1,3.0,2.0,1.0,0.0,0.0
12518,745000.0,0,2.0,2.0,0.0,0.0,0.0
16670,1065000.0,0,3.0,2.0,0.0,0.0,1.0
4512,1700000.0,0,3.0,2.0,4.0,1.0,3.0
3204,650000.0,0,2.0,2.0,0.0,0.0,1.0
1891,1190000.0,0,2.0,1.0,0.0,0.0,2.0
14849,1795000.0,0,3.0,2.0,4.0,1.0,1.0
4061,3150000.0,0,4.0,3.0,4.0,1.0,1.0
16626,1299000.0,0,5.0,2.0,10.0,1.0,1.0
18005,0.0,0,6.0,4.0,4.0,1.0,1.0
4108,3500000.0,1,35.0,10.0,0.0,0.0,0.0
12161,1350000.0,1,2.0,1.0,0.0,1.0,1.0
12299,836225.0,0,1.0,1.0,0.0,1.0,1.0
7367,3200000.0,1,3.0,3.0,4.0,1.0,0.0
3954,3200000.0,0,2.0,1.0,0.0,0.0,0.0
223,1900000.0,0,3.0,2.0,1.0,0.0,0.0
6511,1998000.0,0,3.0,3.0,0.0,1.0,1.0
8666,2750000.0,1,3.0,2.0,0.0,0.0,2.0
10455,1999000.0,1,2.0,2.0,0.0,0.0,2.0
5703,570000.0,0,2.0,1.0,0.0,0.0,1.0
16169,4100000.0,0,3.0,3.0,4.0,0.0,0.0
12550,506000.0,0,3.0,2.0,0.0,0.0,1.0
4277,1799000.0,0,3.0,1.0,0.0,0.0,1.0
19834,757000.0,0,3.0,1.0,0.0,1.0,2.0
6076,8800000.0,0,3.0,2.0,0.0,0.0,1.0
12312,1600000.0,0,3.0,2.0,4.0,0.0,0.0
8066,4100000.0,1,4.0,1.0,4.0,1.0,1.0
14399,995000.0,0,3.0,3.0,4.0,0.0,0.0
8813,3095000.0,1,2.0,2.0,0.0,0.0,0.0
17688,1095000.0,1,2.0,2.0,4.0,1.0,1.0
4646,6895500.0,1,5.0,1.0,6.0,1.0,0.0
5052,3750000.0,1,4.0,1.0,4.0,1.0,0.0
17368,1499950.0,0,3.0,2.0,4.0,0.0,0.0
4595,1050000.0,0,2.0,2.0,0.0,0.0,1.0
12938,940000.0,1,2.0,2.0,0.0,1.0,0.0
2619,0.0,1,8.0,3.0,0.0,1.0,12.0
15162,5500000.0,1,6.0,4.0,6.0,1.0,0.0
4659,5999000.0,1,5.0,4.0,6.0,1.0,0.0
5837,920000.0,0,3.0,2.0,1.0,0.0,0.0
19364,1285000.0,1,2.0,2.0,4.0,0.0,0.0
9937,2400000.0,0,3.0,2.0,4.0,0.0,1.0
11726,659000.0,0,3.0,1.0,0.0,1.0,2.0
20384,350000.0,0,2.0,1.0,0.0,0.0,0.0
13270,1695000.0,0,2.0,2.0,0.0,0.0,0.0
4117,1750000.0,0,3.0,2.0,10.0,1.0,1.0
15172,13000000.0,1,8.0,7.0,0.0,1.0,1.0
16502,3165000.0,0,3.0,2.0,4.0,1.0,2.0
6803,1995000.0,1,2.0,1.0,1.0,1.0,0.0
128,750000.0,0,3.0,1.0,1.0,1.0,1.0
14121,620000.0,0,2.0,1.0,0.0,0.0,8.0
9924,590000.0,0,2.0,2.0,0.0,0.0,1.0
18620,795000.0,0,0.0,1.0,0.0,0.0,0.0
16381,700000.0,0,3.0,2.0,1.0,0.0,0.0
3874,657519.0,0,2.0,1.0,4.0,1.0,0.0
1730,5000000.0,1,4.0,3.0,2.0,1.0,4.0
6782,1400000.0,1,3.0,2.0,1.0,1.0,1.0
10959,1260000.0,0,3.0,2.0,1.0,1.0,1.0
2223,850000.0,1,2.0,1.0,0.0,0.0,1.0
527,1420000.0,1,0.0,1.0,0.0,0.0,1.0
18020,1475000.0,0,3.0,3.0,0.0,1.0,1.0
6175,1490000.0,0,2.0,2.0,4.0,1.0,0.0
3625,1650000.0,1,3.0,2.0,4.0,0.0,0.0
3518,5500000.0,0,4.0,3.0,8.0,1.0,0.0
13708,6850000.0,0,4.0,4.0,0.0,1.0,0.0
18894,2850000.0,0,3.0,1.0,1.0,1.0,1.0
8397,640000.0,0,3.0,1.0,0.0,1.0,1.0
13849,550000.0,0,2.0,1.0,0.0,0.0,1.0
17361,1395000.0,1,3.0,2.0,0.0,0.0,2.0
12191,305000.0,0,3.0,2.0,0.0,0.0,1.0
1861,1280000.0,1,4.0,2.0,0.0,1.0,0.0
20848,3800000.0,1,5.0,4.0,4.0,1.0,0.0
15338,740000.0,1,2.0,2.0,0.0,0.0,1.0
421,1680000.0,1,1.0,1.0,0.0,0.0,1.0
13378,1030000.0,0,3.0,2.0,0.0,0.0,1.0
9862,3850000.0,1,4.0,2.0,6.0,1.0,0.0
17564,1500000.0,0,2.0,2.0,0.0,0.0,1.0
15115,2250000.0,0,3.0,1.0,2.0,1.0,0.0
10868,7500000.0,1,4.0,3.0,6.0,1.0,0.0
1074,1290000.0,0,3.0,2.0,4.0,0.0,1.0
15233,699000.0,0,3.0,1.0,0.0,0.0,0.0
18066,1500000.0,0,6.0,3.0,0.0,1.0,0.0
4400,1850000.0,0,3.0,2.0,0.0,0.0,0.0
17296,495000.0,0,2.0,1.0,0.0,0.0,1.0
19887,1250000.0,0,2.0,1.0,4.0,1.0,0.0
11241,9500000.0,0,4.0,4.0,4.0,0.0,0.0
2550,2080000.0,0,3.0,3.0,4.0,1.0,0.0
14897,1730000.0,1,2.0,2.0,0.0,0.0,1.0
9051,3800000.0,1,4.0,4.0,0.0,0.0,1.0
200,1950000.0,0,0.0,0.0,0.0,0.0,0.0
20936,930000.0,1,2.0,2.0,0.0,0.0,2.0
20069,1200000.0,0,3.0,2.0,0.0,0.0,1.0
2244,1060000.0,0,6.0,3.0,0.0,1.0,0.0
4312,3950000.0,1,4.0,3.0,1.0,1.0,1.0
4426,1490000.0,0,2.0,2.0,0.0,1.0,0.0
19510,614570.0,0,2.0,1.0,0.0,1.0,1.0
20544,3350000.0,0,3.0,2.0,0.0,0.0,1.0
1849,995000.0,0,2.0,2.0,0.0,0.0,2.0
19631,2299000.0,0,3.0,3.0,6.0,0.0,0.0
18087,665000.0,0,2.0,2.0,0.0,0.0,1.0
11318,630000.0,0,3.0,1.0,0.0,0.0,1.0
13567,490000.0,0,1.0,1.0,1.0,1.0,0.0
14068,2150000.0,0,4.0,4.0,4.0,1.0,1.0
1256,3000000.0,1,3.0,3.0,4.0,0.0,0.0
5114,1885000.0,0,3.0,2.0,0.0,0.0,0.0
18403,1250000.0,0,2.0,1.0,0.0,0.0,0.0
5236,7995000.0,0,4.0,3.0,4.0,1.0,2.0
20648,310000.0,0,2.0,1.0,0.0,0.0,1.0
18548,990000.0,0,2.0,2.0,1.0,0.0,1.0
4806,2950000.0,0,2.0,2.0,0.0,0.0,3.0
12439,1300000.0,0,3.0,2.0,0.0,0.0,1.0
13036,6495000.0,1,4.0,4.0,6.0,1.0,0.0
18107,950000.0,0,3.0,2.0,4.0,1.0,0.0
6395,490000.0,1,2.0,1.0,0.0,0.0,1.0
8055,750000.0,0,4.0,1.0,0.0,0.0,0.0
4046,2480000.0,1,4.0,1.0,6.0,1.0,0.0
256,1395000.0,1,2.0,2.0,0.0,1.0,1.0
18995,1850000.0,0,3.0,2.0,4.0,1.0,0.0
8208,2200000.0,0,4.0,3.0,6.0,1.0,1.0
7726,681000.0,0,3.0,2.0,0.0,0.0,0.0
2659,1300000.0,0,0.0,0.0,0.0,0.0,0.0
4810,679800.0,0,2.0,1.0,0.0,0.0,1.0
12011,1575000.0,1,3.0,2.0,0.0,0.0,1.0
13932,1450000.0,0,2.0,2.0,0.0,1.0,2.0
8685,578000.0,0,3.0,2.0,0.0,0.0,0.0
17813,1160000.0,0,2.0,1.0,6.0,1.0,1.0
16891,200000.0,1,5.0,3.0,0.0,1.0,1.0
368,9900000.0,1,5.0,6.0,6.0,1.0,1.0
7664,720000.0,1,3.0,1.0,0.0,1.0,2.0
13082,1680000.0,0,3.0,2.0,4.0,0.0,0.0
8235,2289600.0,1,2.0,1.0,0.0,0.0,1.0
1425,1475000.0,0,6.0,3.0,4.0,0.0,1.0
11687,850000.0,0,2.0,1.0,0.0,0.0,0.0
13990,2375000.0,0,2.0,1.0,0.0,0.0,0.0
13424,839000.0,0,2.0,1.0,0.0,1.0,1.0
7324,1175000.0,0,2.0,2.0,0.0,0.0,0.0
2133,895000.0,0,1.0,1.0,0.0,0.0,0.0
16756,3500000.0,0,3.0,3.0,1.0,1.0,1.0
6099,1650000.0,0,2.0,2.0,1.0,1.0,1.0
20059,3750000.0,0,2.0,2.0,4.0,0.0,0.0
19264,4000000.0,0,3.0,2.0,4.0,1.0,0.0
18122,4730000.0,0,4.0,1.0,0.0,1.0,2.0
20358,1099000.0,0,3.0,2.0,0.0,0.0,1.0
20129,695000.0,0,1.0,1.0,0.0,0.0,1.0
10864,2985000.0,0,3.0,2.0,4.0,1.0,0.0
4551,3350000.0,1,5.0,4.0,4.0,1.0,2.0
19298,1970000.0,1,5.0,3.0,4.0,1.0,2.0
14033,580000.0,0,2.0,1.0,0.0,1.0,1.0
6654,1150000.0,1,3.0,3.0,0.0,1.0,0.0
2723,9000000.0,1,3.0,4.0,4.0,1.0,4.0
5634,310000.0,0,2.0,1.0,0.0,1.0,0.0
20185,795000.0,0,2.0,1.0,0.0,0.0,1.0
16207,1970000.0,1,3.0,3.0,4.0,1.0,2.0
16365,3900000.0,0,3.0,3.0,4.0,1.0,1.0
5088,1450000.0,0,3.0,2.0,1.0,0.0,1.0
10945,2450000.0,0,3.0,1.0,0.0,0.0,2.0
10486,918000.0,0,2.0,2.0,0.0,1.0,2.0
5246,710000.0,0,2.0,1.0,0.0,0.0,1.0
8131,4600000.0,0,2.0,2.0,4.0,0.0,0.0
12210,720000.0,0,3.0,1.0,1.0,1.0,1.0
15207,2495000.0,0,2.0,1.0,1.0,0.0,1.0
14437,1556000.0,0,3.0,2.0,4.0,1.0,3.0
9256,1050000.0,0,2.0,1.0,4.0,0.0,1.0
11879,1100000.0,1,3.0,2.0,4.0,1.0,0.0
9843,899000.0,0,3.0,1.0,0.0,0.0,1.0
6097,1360000.0,1,2.0,1.0,0.0,0.0,1.0
2317,5500000.0,1,2.0,2.0,0.0,0.0,1.0
18231,185000.0,0,2.0,1.0,0.0,0.0,0.0
14830,1100000.0,0,2.0,1.0,0.0,0.0,1.0
13910,16200000.0,1,2.0,2.0,0.0,0.0,2.0
17758,1100000.0,0,3.0,2.0,0.0,1.0,1.0
10529,735000.0,0,1.0,1.0,0.0,1.0,1.0
3951,12200000.0,1,4.0,1.0,6.0,1.0,0.0
20597,1600000.0,1,2.0,1.0,0.0,0.0,0.0
13861,450000.0,0,2.0,1.0,0.0,0.0,0.0
12718,1100000.0,0,1.0,1.0,0.0,0.0,2.0
3617,3350000.0,1,2.0,2.0,4.0,0.0,0.0
15705,2150000.0,0,4.0,1.0,4.0,1.0,4.0
8265,1650000.0,0,3.0,1.0,1.0,0.0,0.0
7596,430000.0,0,3.0,1.0,0.0,0.0,1.0
12342,1350000.0,1,3.0,2.0,4.0,1.0,1.0
4889,2350000.0,0,5.0,3.0,4.0,1.0,0.0
638,995000.0,1,1.0,1.0,0.0,1.0,1.0
244,1400000.0,0,4.0,2.0,1.0,0.0,1.0
16701,1600000.0,0,3.0,2.0,2.0,1.0,1.0
20203,8990000.0,1,4.0,2.0,6.0,1.0,0.0
15451,1450000.0,0,2.0,2.0,0.0,0.0,1.0
4583,7500000.0,1,3.0,1.0,4.0,1.0,2.0
14131,752000.0,0,3.0,1.0,0.0,0.0,2.0
7163,2700000.0,0,4.0,1.0,6.0,0.0,2.0
12796,330000.0,0,0.0,1.0,0.0,0.0,1.0
12,3350000.0,1,5.0,3.0,10.0,1.0,0.0
7443,1845000.0,1,5.0,4.0,0.0,0.0,0.0
7530,974900.0,0,3.0,2.0,1.0,1.0,2.0
12852,3500000.0,1,4.0,3.0,4.0,0.0,4.0
20355,720000.0,0,2.0,1.0,0.0,1.0,1.0
9072,960000.0,1,3.0,2.0,0.0,0.0,1.0
5604,175000.0,0,1.0,1.0,0.0,0.0,0.0
2527,590000.0,0,1.0,1.0,0.0,1.0,1.0
2395,980000.0,0,3.0,1.0,0.0,1.0,0.0
18051,659000.0,0,3.0,1.0,0.0,1.0,1.0
2914,560000.0,0,3.0,1.0,0.0,0.0,2.0
14708,645000.0,0,2.0,1.0,0.0,0.0,1.0
1687,825000.0,1,2.0,1.0,0.0,0.0,1.0
11005,995000.0,0,2.0,2.0,0.0,0.0,1.0
2306,280000.0,0,1.0,1.0,0.0,0.0,0.0
11669,1770000.0,1,3.0,2.0,4.0,1.0,2.0
8069,2599000.0,0,3.0,3.0,2.0,1.0,2.0
1391,950000.0,0,4.0,1.0,0.0,0.0,1.0
20835,750000.0,0,3.0,2.0,1.0,0.0,0.0
15253,665000.0,0,2.0,0.0,1.0,1.0,1.0
11136,1750000.0,0,2.0,2.0,0.0,0.0,0.0
9090,1460000.0,0,2.0,1.0,0.0,0.0,1.0
13713,1249000.0,0,4.0,2.0,0.0,1.0,0.0
3514,2650000.0,1,5.0,5.0,4.0,0.0,1.0
2607,1080000.0,0,3.0,2.0,0.0,1.0,2.0
12350,950000.0,1,4.0,1.0,4.0,0.0,0.0
11493,180000.0,0,2.0,1.0,0.0,0.0,0.0
16728,3199000.0,0,2.0,2.0,4.0,1.0,1.0
396,430000.0,0,0.0,0.0,0.0,0.0,0.0
12644,730000.0,0,3.0,2.0,1.0,1.0,1.0
10466,1250000.0,0,3.0,2.0,0.0,0.0,1.0
19065,3265000.0,1,9.0,3.0,4.0,0.0,1.0
1156,1590000.0,0,2.0,1.0,0.0,1.0,1.0
13456,290000.0,0,0.0,0.0,0.0,0.0,0.0
15225,5790000.0,0,4.0,3.0,0.0,0.0,2.0
3133,3290000.0,0,3.0,2.0,4.0,1.0,0.0
18218,1850000.0,0,4.0,3.0,4.0,0.0,0.0
3406,780000.0,1,2.0,1.0,0.0,1.0,1.0
16514,699000.0,0,2.0,1.0,0.0,0.0,1.0
13681,764900.0,0,2.0,1.0,0.0,0.0,0.0
4611,2495000.0,0,3.0,3.0,1.0,1.0,1.0
7670,2800000.0,0,3.0,2.0,0.0,0.0,0.0
15981,800000.0,0,3.0,0.0,0.0,0.0,0.0
17328,1398999.0,0,2.0,1.0,6.0,1.0,2.0
17088,2450000.0,0,1.0,1.0,0.0,0.0,1.0
17469,630000.0,1,1.0,1.0,0.0,1.0,1.0
11661,800000.0,0,4.0,2.0,2.0,0.0,1.0
3142,1300000.0,0,4.0,2.0,1.0,0.0,0.0
801,819000.0,0,3.0,2.0,0.0,0.0,0.0
20210,4200000.0,0,4.0,3.0,4.0,0.0,0.0
5331,399000.0,0,2.0,1.0,1.0,0.0,1.0
1071,3999000.0,1,5.0,3.0,8.0,1.0,4.0
7956,620000.0,0,0.0,0.0,0.0,0.0,0.0
2348,0.0,0,3.0,2.0,4.0,1.0,0.0
18738,2590000.0,1,3.0,2.0,4.0,1.0,0.0
12142,1750000.0,1,3.0,2.0,0.0,1.0,0.0
9780,1245000.0,0,3.0,1.0,4.0,1.0,2.0
20743,4850000.0,0,4.0,3.0,4.0,1.0,0.0
20248,3489999.0,0,5.0,3.0,4.0,1.0,0.0
5254,3300000.0,0,3.0,3.0,4.0,0.0,0.0
4940,500000.0,0,3.0,2.0,0.0,0.0,1.0
1911,1300000.0,0,3.0,2.0,0.0,0.0,0.0
12622,3000000.0,0,3.0,2.0,4.0,1.0,1.0
11285,798000.0,1,1.0,1.0,0.0,0.0,2.0
5482,430000.0,0,5.0,1.0,0.0,0.0,1.0
13093,650000.0,0,2.0,1.0,0.0,1.0,1.0
12597,579000.0,0,2.0,2.0,1.0,1.0,1.0
14594,795000.0,1,2.0,2.0,0.0,0.0,1.0
18200,2650000.0,0,3.0,2.0,4.0,0.0,0.0
6526,1395000.0,1,3.0,2.0,4.0,1.0,2.0
17894,2500000.0,0,4.0,4.0,4.0,1.0,1.0
15839,1150000.0,0,3.0,2.0,1.0,1.0,1.0
16961,650000.0,0,2.0,1.0,0.0,0.0,1.0
16738,880000.0,1,1.0,1.0,0.0,0.0,1.0
19202,1350000.0,1,2.0,1.0,0.0,0.0,1.0
1900,880000.0,0,2.0,1.0,0.0,1.0,1.0
14236,2100000.0,0,3.0,1.0,4.0,0.0,3.0
11304,730000.0,0,2.0,2.0,0.0,0.0,2.0
16763,2650000.0,1,3.0,3.0,0.0,1.0,1.0
5712,1200000.0,0,5.0,5.0,0.0,0.0,0.0
6434,1415000.0,0,2.0,1.0,0.0,0.0,0.0
14527,1850000.0,1,2.0,2.0,0.0,1.0,1.0
11411,1395000.0,1,4.0,2.0,4.0,1.0,2.0
11509,799000.0,0,4.0,2.0,1.0,0.0,0.0
6556,500000.0,0,2.0,1.0,6.0,1.0,0.0
14020,4995000.0,0,3.0,2.0,0.0,0.0,1.0
13341,1199000.0,1,2.0,1.0,4.0,0.0,0.0
3299,3595000.0,0,2.0,2.0,4.0,0.0,1.0
18256,3490000.0,0,4.0,1.0,8.0,1.0,5.0
8503,788000.0,0,2.0,1.0,0.0,0.0,0.0
129,1846625.0,0,3.0,2.0,1.0,1.0,0.0
8720,2000000.0,0,4.0,3.0,0.0,0.0,0.0
2236,1850000.0,0,2.0,2.0,0.0,0.0,1.0
13940,4895000.0,1,2.0,1.0,0.0,0.0,1.0
4044,3200000.0,1,10.0,10.0,4.0,0.0,1.0
1149,615000.0,1,6.0,1.0,0.0,1.0,1.0
9751,4850000.0,0,4.0,2.0,0.0,1.0,0.0
18215,1495000.0,0,3.0,2.0,0.0,0.0,1.0
11426,330000.0,0,1.0,1.0,0.0,0.0,0.0
14425,5000000.0,1,10.0,0.0,0.0,1.0,6.0
6967,593000.0,0,1.0,1.0,0.0,0.0,1.0
10321,850000.0,0,3.0,2.0,1.0,1.0,1.0
9768,549000.0,0,2.0,1.0,0.0,0.0,1.0
11352,1100000.0,1,3.0,2.0,0.0,1.0,1.0
5505,450000.0,0,4.0,1.0,0.0,0.0,1.0
14114,595000.0,0,1.0,1.0,0.0,0.0,1.0
16942,1595000.0,1,2.0,2.0,1.0,1.0,1.0
15590,629000.0,0,2.0,1.0,0.0,0.0,1.0
14088,1900000.0,0,3.0,2.0,1.0,0.0,0.0
12634,500000.0,1,1.0,1.0,0.0,0.0,0.0
16175,1950000.0,1,3.0,2.0,0.0,0.0,1.0
