,price,with_pool,nb_bedrooms,nb_bathrooms,nb_garages,nb_garden,nb_parking
564,1026000.0,0,3.0,1.0,0.0,1.0,0.0
955,2200000.0,0,3.0,1.0,4.0,1.0,2.0
19527,659000.0,0,2.0,2.0,0.0,0.0,1.0
17460,1075000.0,1,3.0,2.0,0.0,0.0,0.0
9151,3950000.0,0,4.0,4.0,4.0,1.0,0.0
17535,11350000.0,1,3.0,2.0,0.0,0.0,1.0
6971,3599000.0,0,4.0,2.0,4.0,0.0,2.0
7427,1190000.0,0,3.0,2.0,0.0,1.0,1.0
19087,980000.0,0,0.0,0.0,0.0,0.0,0.0
101,9350000.0,0,3.0,1.0,0.0,0.0,2.0
17161,940000.0,1,2.0,1.0,0.0,0.0,0.0
8991,950000.0,0,3.0,2.0,0.0,0.0,0.0
4925,3550000.0,0,3.0,3.0,4.0,1.0,1.0
4957,5500000.0,1,3.0,3.0,4.0,0.0,0.0
9206,2200000.0,0,5.0,3.0,1.0,0.0,2.0
6230,1850000.0,0,3.0,0.0,4.0,1.0,2.0
9362,2300000.0,0,3.0,2.0,4.0,1.0,0.0
16721,629000.0,0,3.0,2.0,0.0,0.0,1.0
7999,2795000.0,1,3.0,2.0,4.0,1.0,0.0
12412,2100000.0,1,5.0,4.0,4.0,1.0,1.0
16103,1250000.0,0,3.0,1.0,4.0,0.0,3.0
19419,1100000.0,0,3.0,2.0,0.0,0.0,1.0
19984,19800000.0,0,0.0,0.0,0.0,0.0,0.0
1342,1270000.0,0,1.0,1.0,0.0,1.0,2.0
9207,980000.0,0,2.0,1.0,1.0,1.0,2.0
16236,5895000.0,0,3.0,3.0,4.0,1.0,2.0
1652,2200000.0,0,8.0,6.0,0.0,1.0,2.0
751,3150000.0,1,3.0,2.0,4.0,0.0,0.0
15017,1495000.0,1,1.0,1.0,0.0,0.0,1.0
16418,1370000.0,0,2.0,2.0,1.0,0.0,0.0
7616,2500000.0,1,3.0,2.0,4.0,0.0,0.0
7070,2550000.0,0,1.0,1.0,0.0,0.0,1.0
20372,493000.0,0,5.0,3.0,0.0,0.0,0.0
6635,800000.0,0,2.0,1.0,0.0,0.0,2.0
20134,2620000.0,1,3.0,2.0,2.0,1.0,1.0
4670,1890000.0,0,4.0,2.0,4.0,1.0,2.0
8605,350000.0,0,1.0,1.0,0.0,0.0,1.0
11918,1300000.0,0,3.0,2.0,4.0,1.0,1.0
11607,955000.0,1,1.0,1.0,0.0,0.0,1.0
15321,1100000.0,0,3.0,1.0,0.0,0.0,1.0
11249,885000.0,0,2.0,1.0,0.0,0.0,1.0
7372,2100000.0,0,3.0,1.0,0.0,1.0,0.0
16556,912000.0,0,2.0,2.0,1.0,1.0,1.0
17109,1795000.0,0,3.0,1.0,4.0,0.0,0.0
19493,540000.0,0,2.0,1.0,0.0,1.0,0.0
5299,732000.0,0,3.0,3.0,0.0,1.0,1.0
15712,2400000.0,0,2.0,2.0,4.0,1.0,0.0
16871,2250000.0,1,7.0,2.0,1.0,1.0,2.0
791,2100000.0,1,4.0,2.0,1.0,1.0,0.0
20646,3400000.0,0,3.0,2.0,0.0,0.0,1.0
13535,195000.0,0,2.0,1.0,0.0,0.0,0.0
4632,840000.0,0,4.0,2.0,4.0,1.0,2.0
15217,770000.0,0,3.0,2.0,0.0,0.0,2.0
3819,720000.0,0,2.0,1.0,0.0,1.0,1.0
1036,11950000.0,0,5.0,5.0,4.0,1.0,1.0
12042,3005000.0,0,4.0,4.0,1.0,0.0,0.0
1774,450000.0,0,2.0,2.0,0.0,0.0,1.0
10878,3350000.0,0,4.0,2.0,6.0,0.0,0.0
6837,2095000.0,0,1.0,1.0,0.0,0.0,1.0
18925,3550000.0,0,7.0,6.0,12.0,1.0,1.0
3434,1600000.0,1,1.0,1.0,0.0,0.0,1.0
9355,8000000.0,0,6.0,6.0,6.0,1.0,0.0
15205,800000.0,0,3.0,1.0,1.0,0.0,1.0
17310,2850000.0,0,2.0,1.0,0.0,0.0,2.0
657,475000.0,0,2.0,1.0,0.0,0.0,0.0
10497,750000.0,0,0.0,0.0,0.0,0.0,0.0
10888,345000.0,0,3.0,1.0,4.0,1.0,1.0
11971,1595000.0,1,3.0,2.0,0.0,0.0,1.0
14199,720000.0,0,2.0,1.0,0.0,1.0,1.0
11646,1890000.0,1,4.0,2.0,4.0,0.0,0.0
12287,850000.0,0,3.0,2.0,0.0,1.0,1.0
2301,825000.0,0,3.0,1.0,0.0,0.0,1.0
2206,1620000.0,0,1.0,1.0,0.0,1.0,1.0
1880,995000.0,0,2.0,1.0,1.0,0.0,1.0
15216,1850000.0,0,3.0,2.0,1.0,1.0,2.0
15592,7850000.0,1,6.0,4.0,8.0,1.0,4.0
10291,470000.0,1,2.0,1.0,0.0,0.0,1.0
18082,2900000.0,1,11.0,11.0,4.0,1.0,1.0
4143,1900000.0,1,1.0,1.0,4.0,1.0,0.0
15820,649000.0,0,3.0,1.0,1.0,0.0,0.0
7981,3830000.0,0,6.0,2.0,0.0,0.0,0.0
4627,3499000.0,0,3.0,2.0,4.0,1.0,0.0
8518,920000.0,0,2.0,2.0,0.0,1.0,1.0
6245,1100000.0,0,3.0,2.0,0.0,0.0,2.0
1143,1060000.0,0,2.0,2.0,4.0,0.0,0.0
17576,3250000.0,0,4.0,3.0,4.0,1.0,3.0
1386,2999000.0,1,3.0,2.0,4.0,1.0,0.0
3865,984900.0,0,2.0,1.0,0.0,1.0,1.0
18198,1175000.0,0,2.0,2.0,4.0,0.0,0.0
17548,2400000.0,1,4.0,0.0,0.0,1.0,1.0
7277,2895000.0,1,3.0,2.0,0.0,0.0,1.0
11925,2850000.0,0,3.0,2.0,0.0,1.0,0.0
15501,1290000.0,1,2.0,2.0,0.0,1.0,0.0
7096,849000.0,0,2.0,2.0,0.0,0.0,1.0
2315,890000.0,0,3.0,1.0,0.0,1.0,2.0
5788,6800000.0,1,5.0,4.0,4.0,1.0,2.0
20198,700000.0,1,2.0,1.0,0.0,0.0,1.0
2243,2255000.0,1,8.0,7.0,0.0,1.0,1.0
5592,750000.0,0,2.0,1.0,0.0,0.0,1.0
3389,2295000.0,0,2.0,1.0,0.0,1.0,2.0
14820,535000.0,0,2.0,1.0,0.0,0.0,0.0
1606,1490000.0,1,4.0,2.0,4.0,1.0,0.0
3347,2749000.0,0,3.0,2.0,4.0,1.0,0.0
2340,3150000.0,0,9.0,8.0,4.0,0.0,3.0
13003,1350000.0,0,2.0,1.0,0.0,0.0,0.0
5784,665070.0,0,3.0,2.0,0.0,1.0,2.0
12174,865000.0,0,3.0,2.0,0.0,0.0,1.0
496,2350000.0,0,1.0,1.0,0.0,1.0,1.0
2009,1850000.0,0,2.0,2.0,1.0,0.0,0.0
5812,3299000.0,1,6.0,4.0,0.0,1.0,6.0
3430,2900000.0,0,5.0,3.0,4.0,1.0,0.0
17265,659000.0,0,3.0,1.0,0.0,0.0,0.0
16010,720000.0,0,2.0,1.0,0.0,0.0,1.0
11954,4500000.0,0,2.0,1.0,0.0,0.0,2.0
111,695000.0,0,3.0,1.0,1.0,1.0,2.0
4398,4195000.0,0,4.0,3.0,0.0,1.0,2.0
17931,1250000.0,0,1.0,1.0,4.0,1.0,1.0
374,699000.0,0,4.0,1.0,0.0,1.0,0.0
11143,1200000.0,0,6.0,6.0,0.0,1.0,1.0
2758,1100000.0,0,2.0,1.0,0.0,0.0,0.0
9535,750000.0,1,1.0,0.0,0.0,0.0,1.0
8386,1350000.0,0,3.0,2.0,0.0,1.0,1.0
5764,850000.0,0,2.0,1.0,0.0,0.0,1.0
2474,1890000.0,1,3.0,2.0,0.0,1.0,2.0
4010,675000.0,0,2.0,1.0,4.0,0.0,0.0
6816,1180000.0,0,3.0,2.0,0.0,1.0,1.0
19270,2450000.0,0,4.0,3.0,4.0,1.0,0.0
12958,1750000.0,0,2.0,1.0,1.0,1.0,1.0
13627,2750000.0,1,4.0,2.0,2.0,1.0,1.0
5967,2400000.0,1,2.0,2.0,0.0,0.0,1.0
12003,850000.0,0,2.0,1.0,0.0,1.0,0.0
8795,2665000.0,0,3.0,1.0,0.0,0.0,1.0
6650,630000.0,0,2.0,1.0,0.0,0.0,1.0
6088,6450000.0,1,4.0,4.0,6.0,1.0,5.0
17737,1650000.0,0,3.0,1.0,0.0,0.0,1.0
14804,2950000.0,1,5.0,4.0,4.0,0.0,2.0
15283,990000.0,0,2.0,1.0,0.0,1.0,0.0
17315,3250000.0,0,3.0,2.0,0.0,0.0,1.0
590,344000.0,0,1.0,1.0,1.0,0.0,1.0
8283,650000.0,0,2.0,1.0,0.0,0.0,4.0
9979,1460000.0,0,3.0,2.0,1.0,0.0,1.0
11297,4450000.0,1,4.0,2.0,4.0,0.0,0.0
17207,1299000.0,0,3.0,2.0,0.0,0.0,1.0
13574,1050000.0,0,3.0,2.0,0.0,0.0,3.0
1134,1530000.0,0,3.0,2.0,0.0,0.0,1.0
17636,640000.0,1,2.0,1.0,0.0,0.0,1.0
8476,2399000.0,1,3.0,2.0,6.0,1.0,1.0
14402,0.0,0,40.0,45.0,8.0,0.0,22.0
16561,820000.0,0,2.0,1.0,4.0,1.0,0.0
700,849000.0,1,2.0,2.0,0.0,0.0,1.0
18506,2500000.0,1,1.0,2.0,4.0,1.0,1.0
17774,1800000.0,0,3.0,1.0,0.0,0.0,2.0
5190,3595000.0,0,3.0,2.0,4.0,1.0,0.0
12212,2200000.0,0,3.0,2.0,4.0,1.0,1.0
12338,1068713.0,0,3.0,2.0,0.0,1.0,0.0
19487,990000.0,0,3.0,2.0,0.0,0.0,0.0
14969,1195000.0,0,2.0,1.0,0.0,0.0,3.0
14960,650000.0,0,3.0,1.0,1.0,1.0,1.0
13381,2380000.0,0,5.0,3.0,0.0,1.0,0.0
11589,850000.0,1,1.0,1.0,0.0,0.0,1.0
10001,3100000.0,1,3.0,2.0,4.0,1.0,0.0
5721,1750000.0,0,4.0,1.0,4.0,1.0,0.0
169,850000.0,0,2.0,1.0,0.0,1.0,1.0
3237,1650000.0,0,3.0,2.0,1.0,0.0,0.0
5541,1100000.0,0,3.0,3.0,0.0,0.0,2.0
2689,799000.0,0,2.0,2.0,0.0,0.0,1.0
9474,650000.0,0,2.0,1.0,0.0,0.0,0.0
8347,810000.0,0,3.0,2.0,1.0,1.0,1.0
678,2300000.0,0,3.0,2.0,4.0,1.0,2.0
19744,380000.0,0,2.0,1.0,0.0,0.0,0.0
10538,2500000.0,0,1.0,2.0,4.0,1.0,2.0
14365,2520000.0,0,3.0,3.0,4.0,1.0,0.0
14695,1080000.0,0,3.0,1.0,0.0,1.0,1.0
15051,2295000.0,0,3.0,2.0,1.0,0.0,1.0
11449,599999.0,0,2.0,1.0,0.0,0.0,0.0
13651,2250000.0,0,3.0,2.0,0.0,0.0,0.0
5161,1940000.0,1,3.0,3.0,4.0,0.0,0.0
8626,590000.0,1,2.0,2.0,0.0,0.0,1.0
19815,2750000.0,1,7.0,7.0,4.0,1.0,0.0
9185,550000.0,0,2.0,1.0,0.0,0.0,0.0
1483,1650000.0,0,2.0,2.0,0.0,1.0,1.0
8099,1399000.0,0,3.0,2.0,0.0,1.0,1.0
5728,3480000.0,1,3.0,2.0,0.0,0.0,1.0
16214,3200000.0,0,4.0,2.0,4.0,0.0,2.0
19840,3700000.0,0,11.0,1.0,0.0,1.0,8.0
17110,3900000.0,0,4.0,1.0,4.0,0.0,4.0
20139,555000.0,0,3.0,1.0,0.0,1.0,1.0
1868,611000.0,0,0.0,0.0,0.0,0.0,0.0
12900,555000.0,0,3.0,1.0,0.0,1.0,2.0
12730,2699000.0,1,5.0,3.0,4.0,1.0,1.0
16815,2650000.0,1,4.0,3.0,8.0,1.0,0.0
7097,875000.0,0,2.0,1.0,0.0,1.0,1.0
8117,710000.0,0,3.0,2.0,4.0,0.0,0.0
11192,2940000.0,0,3.0,2.0,0.0,0.0,1.0
9171,2595000.0,1,0.0,2.0,2.0,1.0,3.0
6522,1080000.0,1,2.0,2.0,0.0,0.0,2.0
2127,0.0,0,3.0,1.0,0.0,0.0,0.0
1423,2180000.0,1,4.0,2.0,2.0,1.0,1.0
18390,2850000.0,0,4.0,1.0,4.0,1.0,4.0
4354,12500000.0,1,4.0,4.0,4.0,1.0,2.0
12961,3950000.0,0,4.0,3.0,4.0,1.0,1.0
1691,3902000.0,1,1.0,1.0,8.0,0.0,0.0
9408,390000.0,0,4.0,1.0,0.0,0.0,0.0
19704,1040000.0,0,2.0,2.0,1.0,0.0,1.0
19006,1890000.0,0,2.0,1.0,0.0,0.0,1.0
13352,430000.0,0,4.0,2.0,0.0,0.0,1.0
17860,2950000.0,1,3.0,1.0,4.0,1.0,0.0
13084,2350000.0,1,3.0,2.0,1.0,1.0,1.0
6880,4127995.0,1,3.0,1.0,0.0,1.0,1.0
4269,480000.0,0,1.0,1.0,0.0,0.0,0.0
11939,830000.0,0,3.0,1.0,0.0,1.0,0.0
17696,13900000.0,0,1.0,1.0,0.0,0.0,0.0
11242,1850000.0,1,2.0,2.0,0.0,0.0,1.0
13354,1590000.0,1,2.0,1.0,0.0,1.0,1.0
10587,740000.0,1,1.0,1.0,0.0,0.0,1.0
19913,649000.0,0,3.0,1.0,0.0,1.0,0.0
6260,2650000.0,1,2.0,1.0,4.0,0.0,0.0
12766,955000.0,0,3.0,2.0,0.0,1.0,1.0
17757,555000.0,0,2.0,1.0,0.0,0.0,1.0
7181,2360000.0,0,3.0,2.0,4.0,1.0,0.0
16200,15950000.0,1,5.0,4.0,4.0,1.0,0.0
6307,1100000.0,0,3.0,1.0,0.0,1.0,2.0
20414,885000.0,0,2.0,1.0,0.0,0.0,1.0
18836,14500000.0,1,5.0,5.0,4.0,1.0,6.0
12240,820000.0,0,2.0,1.0,0.0,0.0,1.0
16576,11950000.0,0,13.0,8.0,16.0,1.0,0.0
10881,350000.0,0,1.0,1.0,0.0,0.0,1.0
11015,340000.0,0,3.0,2.0,0.0,0.0,1.0
7977,330000.0,0,2.0,1.0,0.0,0.0,0.0
18808,2500000.0,1,3.0,2.0,0.0,0.0,2.0
15969,3210000.0,0,2.0,2.0,0.0,0.0,1.0
5814,1630000.0,0,4.0,1.0,4.0,0.0,0.0
16590,6880000.0,0,3.0,2.0,4.0,0.0,0.0
10361,510000.0,0,2.0,1.0,0.0,0.0,1.0
12909,2249000.0,0,3.0,2.0,0.0,0.0,1.0
9003,1295000.0,0,2.0,2.0,4.0,1.0,1.0
3172,650000.0,0,2.0,1.0,0.0,1.0,1.0
17923,13500000.0,1,7.0,4.0,10.0,1.0,0.0
14035,1580000.0,0,3.0,1.0,4.0,1.0,2.0
10188,11500000.0,1,4.0,4.0,5.0,1.0,0.0
19558,795000.0,0,9.0,3.0,0.0,0.0,0.0
19247,250000.0,0,3.0,1.0,0.0,0.0,0.0
17678,895000.0,0,3.0,2.0,0.0,0.0,1.0
18833,999000.0,0,2.0,1.0,0.0,1.0,2.0
2262,690000.0,1,2.0,2.0,0.0,1.0,1.0
15333,920000.0,0,3.0,2.0,0.0,0.0,0.0
4251,1699000.0,0,2.0,2.0,0.0,0.0,1.0
3945,3350000.0,0,1.0,2.0,0.0,0.0,0.0
13162,950000.0,0,3.0,2.0,0.0,0.0,0.0
5165,1995000.0,0,3.0,3.0,4.0,0.0,1.0
17060,2950000.0,1,4.0,3.0,4.0,1.0,1.0
18492,699000.0,0,3.0,1.0,0.0,0.0,0.0
13266,785000.0,0,2.0,1.0,6.0,1.0,0.0
2198,4300000.0,1,3.0,2.0,4.0,1.0,0.0
7307,1700000.0,1,3.0,2.0,4.0,1.0,1.0
17651,544000.0,1,2.0,1.0,0.0,1.0,1.0
16260,1195000.0,0,2.0,1.0,4.0,0.0,1.0
12655,2750000.0,0,2.0,2.0,0.0,0.0,0.0
8294,900000.0,0,2.0,1.0,0.0,0.0,1.0
3360,2350000.0,1,3.0,2.0,4.0,1.0,0.0
12792,1550000.0,0,3.0,2.0,2.0,1.0,0.0
1039,750000.0,0,3.0,2.0,0.0,1.0,4.0
6700,1520000.0,0,3.0,2.0,1.0,1.0,1.0
298,1300000.0,1,2.0,2.0,0.0,0.0,0.0
15644,555000.0,0,3.0,1.0,0.0,0.0,0.0
2568,1999000.0,0,3.0,2.0,4.0,0.0,0.0
13690,3250000.0,0,3.0,1.0,4.0,1.0,0.0
5925,5500000.0,0,3.0,1.0,4.0,1.0,1.0
15021,1260000.0,1,3.0,2.0,4.0,1.0,3.0
17177,1875000.0,0,3.0,2.0,4.0,1.0,1.0
6923,3950000.0,1,4.0,2.0,0.0,1.0,0.0
10028,6300000.0,1,4.0,4.0,4.0,1.0,0.0
10879,6200000.0,1,14.0,11.0,0.0,0.0,5.0
4959,1100000.0,0,3.0,1.0,0.0,0.0,0.0
4497,1350000.0,0,4.0,1.0,4.0,1.0,15.0
13764,650000.0,0,6.0,3.0,0.0,0.0,3.0
18488,2199000.0,0,3.0,2.0,4.0,1.0,0.0
13996,1795000.0,1,2.0,2.0,0.0,0.0,1.0
10967,1995000.0,1,4.0,2.0,4.0,1.0,1.0
12760,1799000.0,0,4.0,3.0,4.0,0.0,1.0
7076,8650000.0,0,0.0,0.0,0.0,0.0,0.0
10691,550000.0,0,2.0,1.0,0.0,0.0,0.0
4447,1520000.0,0,3.0,2.0,4.0,0.0,4.0
16051,587500.0,0,3.0,1.0,0.0,0.0,1.0
14745,5800000.0,1,5.0,3.0,6.0,1.0,1.0
12991,1750000.0,1,3.0,2.0,4.0,1.0,4.0
15897,3250000.0,1,3.0,1.0,0.0,1.0,10.0
4998,2699000.0,1,3.0,2.0,4.0,1.0,0.0
18527,995000.0,0,2.0,1.0,0.0,0.0,2.0
9382,950000.0,0,4.0,2.0,1.0,1.0,1.0
16017,5634000.0,0,5.0,5.0,6.0,1.0,0.0
6183,1889000.0,0,11.0,3.0,0.0,1.0,10.0
165,665000.0,1,3.0,1.0,0.0,0.0,1.0
13795,1400000.0,0,0.0,0.0,0.0,0.0,0.0
5850,930000.0,0,3.0,2.0,0.0,0.0,1.0
13108,860000.0,0,1.0,1.0,0.0,1.0,1.0
18933,17500000.0,1,3.0,3.0,4.0,0.0,0.0
25,1635000.0,1,4.0,2.0,0.0,1.0,1.0
4250,1795000.0,0,2.0,2.0,0.0,1.0,1.0
2065,4300000.0,0,3.0,3.0,4.0,1.0,0.0
8330,580000.0,0,2.0,1.0,0.0,0.0,0.0
4663,359900.0,0,1.0,1.0,0.0,1.0,1.0
9926,870000.0,0,4.0,2.0,0.0,0.0,0.0
12897,2700000.0,0,3.0,2.0,4.0,1.0,0.0
9016,1750000.0,1,3.0,1.0,0.0,1.0,1.0
20878,4500000.0,1,5.0,2.0,10.0,1.0,2.0
10690,685000.0,0,2.0,1.0,0.0,0.0,1.0
13126,2850999.0,1,2.0,2.0,0.0,1.0,0.0
1746,710000.0,0,2.0,1.0,0.0,0.0,2.0
16814,2350000.0,0,3.0,2.0,2.0,1.0,4.0
14608,849000.0,0,2.0,1.0,4.0,1.0,0.0
6417,3200000.0,0,4.0,5.0,0.0,1.0,1.0
19322,1050000.0,1,3.0,1.0,0.0,1.0,2.0
3668,773100.0,0,3.0,2.0,0.0,0.0,1.0
634,4350000.0,0,4.0,2.0,4.0,0.0,0.0
6196,450000.0,0,0.0,0.0,0.0,0.0,4.0
7458,750000.0,0,2.0,1.0,4.0,0.0,0.0
12520,5995000.0,1,4.0,3.0,4.0,0.0,0.0
4487,1695000.0,0,3.0,1.0,0.0,0.0,0.0
4937,915000.0,0,2.0,1.0,0.0,1.0,1.0
12328,799999.0,0,2.0,1.0,0.0,0.0,1.0
2585,1295000.0,0,3.0,2.0,4.0,0.0,0.0
15874,699000.0,0,3.0,1.0,0.0,0.0,0.0
15738,2350000.0,1,3.0,2.0,4.0,0.0,0.0
8316,850000.0,0,1.0,1.0,0.0,0.0,1.0
11683,890000.0,0,2.0,2.0,0.0,1.0,3.0
1155,3500000.0,1,3.0,1.0,0.0,0.0,2.0
18093,2500000.0,1,3.0,3.0,3.0,1.0,1.0
8505,1450000.0,0,2.0,2.0,0.0,0.0,1.0
19519,2500000.0,1,2.0,2.0,0.0,1.0,1.0
2571,699999.0,0,3.0,1.0,0.0,1.0,0.0
16141,2195000.0,0,2.0,1.0,0.0,1.0,2.0
726,6000000.0,1,4.0,4.0,4.0,1.0,0.0
6446,1350000.0,0,3.0,2.0,0.0,0.0,1.0
5496,1300000.0,0,3.0,0.0,4.0,1.0,1.0
4883,5500000.0,1,2.0,2.0,2.0,0.0,0.0
46,2600000.0,0,3.0,2.0,0.0,0.0,0.0
3296,1600000.0,0,4.0,2.0,4.0,1.0,0.0
19499,1477500.0,1,1.0,1.0,0.0,0.0,1.0
2533,1150000.0,0,3.0,2.0,4.0,1.0,0.0
16217,255000.0,0,3.0,2.0,0.0,0.0,1.0
10808,830000.0,1,2.0,2.0,0.0,1.0,0.0
18663,750000.0,1,3.0,2.0,0.0,0.0,1.0
5293,2309146.0,0,3.0,2.0,4.0,1.0,0.0
14831,1390000.0,0,3.0,1.0,0.0,0.0,0.0
18790,235000.0,0,3.0,1.0,0.0,0.0,1.0
8533,3500000.0,1,3.0,3.0,2.0,0.0,0.0
13813,6375000.0,0,5.0,5.0,4.0,1.0,0.0
6285,1795000.0,0,3.0,2.0,4.0,0.0,0.0
19832,3795000.0,0,5.0,4.0,4.0,0.0,0.0
9546,9950000.0,1,3.0,2.0,0.0,0.0,1.0
8045,2550000.0,1,3.0,2.0,4.0,0.0,2.0
16907,895000.0,0,3.0,2.0,1.0,1.0,1.0
6938,2850000.0,1,4.0,2.0,4.0,1.0,2.0
19873,1195000.0,1,2.0,2.0,0.0,0.0,2.0
20934,1890000.0,1,2.0,2.0,0.0,0.0,2.0
2467,1450000.0,0,3.0,2.0,4.0,0.0,0.0
3709,980000.0,1,1.0,1.0,1.0,0.0,0.0
17111,1749000.0,0,3.0,2.0,4.0,1.0,2.0
15149,1495000.0,0,2.0,1.0,0.0,0.0,0.0
20065,630000.0,0,3.0,2.0,0.0,0.0,1.0
12125,1400000.0,0,4.0,2.0,0.0,1.0,0.0
7453,950000.0,0,3.0,1.0,0.0,0.0,0.0
18126,660000.0,0,3.0,2.0,0.0,0.0,0.0
1322,1280000.0,0,2.0,2.0,1.0,1.0,0.0
5024,3250000.0,0,2.0,2.0,0.0,0.0,1.0
2120,740706.0,0,3.0,1.0,0.0,0.0,1.0
6915,1700000.0,0,3.0,2.0,4.0,0.0,0.0
15322,585000.0,0,2.0,1.0,1.0,1.0,1.0
4667,750000.0,0,1.0,1.0,0.0,0.0,0.0
19920,2149000.0,0,2.0,2.0,0.0,1.0,0.0
3555,5495000.0,0,7.0,1.0,0.0,1.0,4.0
9660,855000.0,1,2.0,1.0,0.0,1.0,1.0
14091,1155000.0,1,4.0,1.0,0.0,1.0,1.0
14072,779000.0,0,2.0,1.0,1.0,0.0,0.0
6129,1590000.0,1,2.0,1.0,0.0,0.0,1.0
19443,1850000.0,0,2.0,2.0,1.0,1.0,2.0
9224,9500000.0,1,3.0,3.0,4.0,1.0,0.0
8091,3995000.0,0,3.0,3.0,0.0,1.0,0.0
9986,820000.0,0,3.0,1.0,1.0,1.0,0.0
4614,9500000.0,0,4.0,5.0,10.0,0.0,1.0
19577,7000000.0,0,3.0,1.0,4.0,1.0,4.0
17171,780000.0,1,2.0,1.0,0.0,1.0,1.0
13948,655000.0,0,1.0,1.0,0.0,0.0,1.0
4187,630000.0,1,1.0,1.0,0.0,1.0,1.0
2016,3200000.0,0,0.0,1.0,0.0,0.0,0.0
5946,750000.0,0,1.0,1.0,0.0,0.0,0.0
6876,1399000.0,0,3.0,1.0,2.0,0.0,4.0
1249,2700000.0,0,3.0,2.0,4.0,0.0,2.0
14832,1250000.0,0,2.0,2.0,0.0,1.0,1.0
8190,660000.0,0,2.0,1.0,0.0,0.0,1.0
8515,4950000.0,0,3.0,3.0,4.0,1.0,0.0
16493,3288000.0,0,5.0,1.0,4.0,1.0,0.0
1395,1595000.0,0,2.0,2.0,1.0,1.0,0.0
13773,1388950.0,0,3.0,0.0,4.0,1.0,1.0
16045,635000.0,0,2.0,1.0,0.0,0.0,1.0
16326,1620000.0,0,3.0,2.0,4.0,1.0,1.0
10951,15750000.0,0,5.0,1.0,6.0,1.0,1.0
7222,2195000.0,0,4.0,3.0,4.0,0.0,0.0
799,2295000.0,0,3.0,3.0,4.0,1.0,0.0
20684,1150000.0,1,2.0,1.0,4.0,1.0,1.0
10482,1325000.0,0,3.0,2.0,0.0,0.0,0.0
1930,5500000.0,0,0.0,2.0,0.0,1.0,2.0
15277,830000.0,0,2.0,1.0,0.0,0.0,1.0
18505,699000.0,0,3.0,1.0,0.0,0.0,0.0
5597,850000.0,0,3.0,1.0,4.0,1.0,0.0
16130,1166000.0,0,3.0,2.0,1.0,1.0,1.0
16171,0.0,1,4.0,4.0,0.0,0.0,0.0
3748,3210000.0,0,5.0,3.0,12.0,0.0,0.0
2092,850000.0,1,1.0,1.0,0.0,0.0,1.0
17900,1595000.0,0,3.0,1.0,0.0,0.0,1.0
6240,1895000.0,0,4.0,0.0,1.0,1.0,1.0
13054,980000.0,0,3.0,1.0,0.0,1.0,1.0
774,4450000.0,0,3.0,1.0,4.0,1.0,2.0
2721,1200000.0,1,2.0,2.0,1.0,1.0,1.0
20930,0.0,1,5.0,5.0,6.0,1.0,9.0
3723,4250000.0,0,3.0,3.0,4.0,0.0,6.0
1562,2000000.0,1,2.0,1.0,0.0,1.0,1.0
10320,730000.0,0,2.0,2.0,0.0,0.0,1.0
19366,1995000.0,1,3.0,2.0,0.0,1.0,1.0
9759,710000.0,0,2.0,1.0,0.0,0.0,1.0
5803,5395000.0,0,14.0,4.0,0.0,0.0,30.0
18891,856000.0,0,2.0,1.0,4.0,0.0,1.0
8993,1730000.0,0,3.0,2.0,4.0,1.0,0.0
3776,1000000.0,0,3.0,1.0,1.0,1.0,1.0
7705,1575000.0,0,3.0,2.0,4.0,1.0,1.0
11675,600000.0,0,15.0,2.0,0.0,0.0,0.0
6833,7200000.0,1,4.0,5.0,4.0,1.0,1.0
14084,1590000.0,1,2.0,2.0,1.0,1.0,0.0
7699,775000.0,1,2.0,1.0,0.0,0.0,1.0
7735,1650000.0,1,3.0,2.0,0.0,0.0,1.0
15418,6495000.0,1,3.0,2.0,0.0,0.0,1.0
17189,2400000.0,0,2.0,0.0,1.0,0.0,1.0
13137,1649000.0,0,3.0,2.0,4.0,1.0,2.0
19003,795000.0,0,2.0,1.0,0.0,0.0,2.0
2238,1030000.0,1,3.0,1.0,0.0,1.0,1.0
20030,3355300.0,0,4.0,1.0,0.0,0.0,1.0
8879,2995000.0,1,5.0,3.0,2.0,1.0,3.0
7355,1330000.0,0,2.0,1.0,0.0,1.0,2.0
1569,12950000.0,0,3.0,3.0,4.0,1.0,2.0
9976,1890000.0,0,4.0,2.0,4.0,1.0,1.0
4791,1470000.0,0,4.0,2.0,4.0,1.0,4.0
4344,656000.0,0,2.0,1.0,0.0,0.0,2.0
94,1200000.0,0,4.0,2.0,0.0,0.0,0.0
15802,2200000.0,0,4.0,3.0,6.0,1.0,0.0
18596,3800000.0,1,4.0,4.0,2.0,1.0,0.0
17493,600000.0,0,3.0,1.0,0.0,0.0,0.0
14975,745000.0,1,2.0,1.0,0.0,1.0,1.0
1317,699000.0,0,3.0,1.0,0.0,0.0,0.0
4588,1026500.0,1,3.0,2.0,6.0,1.0,1.0
15063,1460000.0,0,4.0,2.0,0.0,1.0,4.0
2510,720000.0,0,3.0,1.0,0.0,1.0,1.0
13090,699000.0,0,3.0,1.0,0.0,0.0,0.0
9934,769000.0,0,2.0,1.0,1.0,1.0,1.0
19613,760000.0,0,4.0,1.0,1.0,1.0,1.0
2264,1299000.0,0,5.0,3.0,4.0,1.0,1.0
